time,id,mood,arousal,valence,activity,screen,call,sms,builtin,communication,entertainment,finance,game,office,other,social,travel,unknown,utilities,weather,id_label
3/29/14,0,8.0,0.2,1.0,0.06820281,8322.622,4,1,1952.63,2720.692,1627.429,0.0,0.0,0.0,169.59400000000005,472.888,52.435,0.0,600.637,0.0,AS14.01
3/30/14,0,7.5,-0.5,0.75,0.049092971,4523.2140009999985,0,0,414.365,1298.505,1535.677,0.0,0.0,0.0,74.003,167.685,0.0,66.477,38.296,0.0,AS14.01
3/31/14,0,7.4,0.0,0.6,0.070505481,11836.834,6,0,2961.405,5332.637,1758.92,41.255,51.176,0.0,268.55400000000003,1350.655,183.381,29.29,210.305,0.0,AS14.01
4/1/14,0,6.0,0.2,0.0,0.118443243,17173.906000000006,1,0,1385.517,6095.526,1030.637,547.826,234.741,92.388,121.19,5040.067,1614.621,0.0,517.636,0.0,AS14.01
4/2/14,0,6.5,0.333333333,0.666666667,0.101916611,21358.511,4,0,3614.349,6920.156,1343.376,247.777,0.0,90.481,541.5409999999998,3428.792,0.0,0.0,341.371,0.0,AS14.01
4/3/14,0,6.4,-1.2,0.0,0.049238473,21401.835,4,0,2321.464,14438.082,1293.631,76.234,0.0,0.0,213.902,3154.241,19.082,0.0,182.772,0.0,AS14.01
4/4/14,0,6.2,0.2,0.4,0.126689311,12379.411,2,1,1957.829,5481.6280000000015,1545.227,0.0,0.0,0.0,176.801,2086.197,158.241,0.0,128.692,0.0,AS14.01
4/5/14,0,6.8,-0.4,0.6,0.119002302,3340.431,0,0,15159.19,1885.409,76.369,0.0,0.0,0.0,81.133,363.208,187.945,0.0,118.956,0.0,AS14.01
4/6/14,0,6.5,-0.75,0.5,0.064407799,7467.321999999999,4,0,4548.662,3355.743,187.21400000000003,0.0,114.406,0.0,119.12,321.46,0.0,0.0,46.249,0.0,AS14.01
4/7/14,0,6.5,-0.666666667,0.25,0.050670621,9846.381,1,0,927.377,7355.015,447.121,46.128,0.0,17.107,170.34799999999996,1475.418,60.247,0.0,205.811,0.0,AS14.01
4/8/14,0,6.6,-0.4,0.333333333,0.075327058,15101.132,1,0,892.689,9477.553,3466.4790000000007,19.131,0.0,0.0,209.514,2655.121,0.0,0.0,36.143,0.0,AS14.01
4/9/14,0,7.4,-0.8,1.0,0.120384115,13558.289,4,0,1638.6170000000004,6177.076,940.77,0.0,0.0,0.0,346.654,2826.35,0.0,0.0,577.359,0.0,AS14.01
4/10/14,0,7.4,-0.4,0.8,0.078963105,9296.098999,7,0,715.355,4881.411,1858.893,0.0,1.0590000000000002,23.195,107.919,1174.717,0.0,0.0,377.687,0.0,AS14.01
4/11/14,0,7.0,-1.2,0.8,0.079986202,10526.846,0,0,3369.031,3336.592,1976.138,94.093,0.0,0.0,51.452,596.807,34.234,0.0,214.648,0.0,AS14.01
4/12/14,0,7.25,-0.75,0.75,0.07224906099999999,11750.809,0,0,302.446,6595.083000000001,2186.482,0.0,0.0,0.0,79.033,264.432,5.0310000000000015,0.0,352.392,0.0,AS14.01
4/13/14,0,8.0,-1.25,1.0,0.014021329,2005.750999,0,0,447.415,1096.795,249.392,82.413,0.0,0.0,94.209,34.501999999999995,0.0,0.0,0.0,0.0,AS14.01
4/14/14,0,7.2,-1.2,0.6,0.083887314,17985.448,1,1,961.581,6486.2840000000015,6265.556,89.323,0.0,0.0,145.096,2921.985,29.104,0.0,986.014,0.0,AS14.01
4/15/14,0,6.4,0.0,0.8,0.090112153,13585.223,8,1,1596.356,6224.231,944.522,13.043,0.0,0.0,110.415,4428.21,8.363,0.0,279.793,0.0,AS14.01
4/16/14,0,7.2,0.75,0.5,0.116110336,12522.475,0,1,923.613,5175.016,426.734,0.0,0.0,0.0,40.784,1912.852,0.0,0.0,223.587,0.0,AS14.01
4/17/14,0,6.625,-0.125,0.625,0.056917857,15018.48,2,0,552.201,11853.339,142.241,0.0,0.0,0.0,53.76300000000001,2107.146,0.0,0.0,49.718,0.0,AS14.01
4/18/14,0,6.8,-0.8,0.8,0.094033007,13490.729,1,0,1860.898,5341.656999999998,774.3539999999998,119.163,0.0,0.0,47.789,1993.922,63.874,0.0,88.68,0.0,AS14.01
4/19/14,0,7.8,-0.2,1.0,0.099431912,13293.248,1,0,946.19,2728.26,469.274,95.629,29.084,0.0,31.482,396.672,128.89,0.0,305.796,0.0,AS14.01
4/20/14,0,7.25,-0.25,0.75,0.074816243,8343.518,2,2,897.086,4984.724,727.492,10.606,0.0,0.0,34.202,2237.742,0.0,0.0,121.035,0.0,AS14.01
4/21/14,0,7.6,-0.25,1.0,0.102041059,3832.990999,2,0,3442.232,2004.347,74.88,33.266,0.0,0.0,58.049,428.972,68.278,0.0,210.882,0.0,AS14.01
4/22/14,0,7.4,0.2,1.0,0.091929552,15490.27,2,0,2212.954,11360.913,1101.017,38.453,0.0,0.0,63.16,1422.5479999999998,0.0,0.0,423.215,0.0,AS14.01
4/23/14,0,7.6,0.2,1.0,0.045985689,14535.34,1,0,1130.842,8928.472,347.427,18.051,0.0,0.0,42.398,526.5980000000002,0.0,0.0,246.944,0.0,AS14.01
4/24/14,0,7.6,-0.4,1.0,0.050902988,22086.478,1,0,1466.271,9692.133,4464.975,209.937,0.0,0.0,31.933000000000003,2688.536,51.184,0.0,716.197,0.0,AS14.01
4/25/14,0,7.2,-0.2,0.8,0.109061064,13973.942,2,1,817.613,7279.144,650.832,21.071,0.0,0.0,68.847,2227.694,63.316,0.0,347.974,0.0,AS14.01
4/26/14,0,7.6,-0.2,1.0,0.214248772,15482.018999999998,3,4,864.5189999999999,2567.857,125.556,27.267,0.0,0.0,46.205,2368.377,470.773,3.148,315.763,0.0,AS14.01
4/27/14,0,7.5,-0.125,1.0,0.030478924,5700.562,0,0,1291.314,2431.498,1510.221,0.0,0.0,0.0,1056.684,27.47,0.0,0.0,60.338,0.0,AS14.01
4/28/14,0,7.6,-0.8,0.8,0.019675323,10807.83,2,0,1312.001,4697.372,1548.438,465.253,0.0,0.0,72.584,2423.933,0.0,0.0,380.193,0.0,AS14.01
4/29/14,0,7.0,-0.25,1.0,0.102758249,7873.291998999999,0,0,5289.913000000001,3834.645,1562.533,0.0,333.305,0.0,40.472,411.485,41.982,0.0,410.436,0.0,AS14.01
4/30/14,0,7.8,-0.4,0.75,0.151051459,9175.604999,1,0,844.9630000000002,3550.618,504.862,375.022,0.0,0.0,185.783,89.166,272.798,0.0,112.295,0.0,AS14.01
5/1/14,0,8.0,-0.4,1.0,0.037065268,15516.952,7,4,1876.113,8191.41,470.866,1321.104,0.0,28.098000000000006,44.43,4918.942,0.0,0.0,269.569,0.0,AS14.01
5/2/14,0,7.6,-0.2,1.0,0.077341019,15088.518999999998,0,0,795.436,7925.9180000000015,352.8880000000001,1069.748,0.0,0.0,32.443000000000005,771.2660000000002,0.0,0.0,11.083,0.0,AS14.01
5/3/14,0,8.0,-0.2,1.0,0.071740885,8186.036001,0,1,753.257,4539.776,2761.95,296.313,0.0,0.0,40.569,205.602,143.631,30.102,125.605,0.0,AS14.01
5/4/14,0,8.0,-0.5,1.0,0.136191808,5889.194999,0,0,1758.438,3381.6890000000008,928.406,0.0,0.0,0.0,35.525,494.677,0.0,0.0,0.0,0.0,AS14.01
5/5/14,0,6.86382499999398,-0.240070922,0.7012411347446809,0.007842595,1788.734,0,0,438.347,826.7869999999998,318.514,0.0,0.0,0.0,0.0,25.104,0.0,0.0,264.331,0.0,AS14.01
2/17/14,1,6.236436666685656,-0.4532520325121951,0.2390243902439024,0.2653549078611111,0.0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.02
3/16/14,1,6.333333333,0.0,0.0,0.2653549078611111,4902.627,4,1,2437.0460000000007,3151.829,88.39200000000002,0.0,0.0,0.0,408.106,181.591,0.0,0.0,0.0,0.0,AS14.02
3/17/14,1,6.75,0.5,0.5,0.168068415,10159.769,4,0,1229.347,4518.116,2511.178,0.0,0.0,0.0,103.699,103.028,0.0,0.0,0.0,0.0,AS14.02
3/18/14,1,8.2,0.6,0.8,0.219484384,4512.471001,15,1,2604.521,3933.081,88.943,0.0,0.0,0.0,88.72200000000002,212.364,0.0,0.0,0.0,0.0,AS14.02
3/19/14,1,6.8,0.4,0.4,0.315631757,8182.757,5,1,1554.558,2596.989,196.139,0.0,0.0,0.0,105.536,47.815,567.165,0.0,0.0,0.0,AS14.02
3/20/14,1,7.25,-0.5,0.75,0.23902496,4360.334001,10,1,1777.977,2154.371,148.18,0.0,0.0,0.0,86.85700000000001,131.59799999999998,0.0,0.0,0.0,0.0,AS14.02
3/21/14,1,7.5,-0.75,0.75,0.289627925,11155.851,10,1,2230.303,2858.446,459.604,0.0,0.0,0.0,37.944,388.021,442.296,0.0,0.0,0.0,AS14.02
3/22/14,1,6.5,-1.0,-0.5,0.446043687,7589.562003,25,1,1930.266,1852.256,662.9110000000002,0.0,0.0,0.0,43.20399999999999,408.667,780.617,0.0,0.0,0.0,AS14.02
3/23/14,1,6.25,-1.0,0.0,0.269697157,4528.527001,8,1,894.5060000000002,1839.899,388.098,0.0,0.0,0.0,61.865,171.99400000000003,1263.189,0.0,0.0,0.0,AS14.02
3/24/14,1,6.4,0.2,-0.2,0.156124663,2766.648999,5,0,1073.496,3012.181,532.013,0.0,0.0,0.0,81.808,232.801,0.0,0.0,0.0,0.0,AS14.02
3/25/14,1,7.75,-1.25,0.75,0.230513655,4637.388,7,0,2806.931,2788.751,459.589,0.0,0.0,0.0,50.375,148.447,0.0,0.0,0.0,0.0,AS14.02
3/26/14,1,7.2,-1.2,0.4,0.293953462,6069.630001,5,0,1736.744,2533.849,767.145,0.0,0.0,0.0,41.95,1562.023,0.0,0.0,0.0,0.0,AS14.02
3/27/14,1,7.25,0.0,0.5,0.228849009,5746.980999,3,0,2267.124,2997.043,490.781,0.0,0.0,0.0,731.8530000000002,81.366,0.0,0.0,67.163,0.0,AS14.02
3/28/14,1,6.8,-0.6,0.6,0.261598328,3969.580999,8,2,1053.115,1245.127,707.64,0.0,0.0,0.0,125.669,2717.215,0.0,0.0,0.0,0.0,AS14.02
3/29/14,1,7.25,-0.75,0.25,0.432469355,4403.242998,4,0,17416.28,2141.489,1063.268,0.0,0.0,0.0,52.841,523.854,501.644,0.0,0.0,0.0,AS14.02
3/30/14,1,7.0,-1.0,0.75,0.241887309,3937.041999,10,1,772.7869999999998,1110.856,1278.594,0.0,0.0,0.0,113.228,322.901,0.0,0.0,0.0,0.0,AS14.02
3/31/14,1,7.2,-0.8,0.4,0.156372924,4774.145999,14,2,1186.299,2481.322,354.965,0.0,0.0,0.0,81.741,2038.631,0.0,0.0,0.0,0.0,AS14.02
4/1/14,1,7.4,-0.2,0.8,0.261960532,3297.737997,2,1,2790.014,1322.61,76.976,0.0,0.0,0.0,186.413,191.121,345.2,0.0,0.0,0.0,AS14.02
4/2/14,1,6.4,-0.6,-0.2,0.319120562,6883.828001999998,2,0,1964.21,2942.423,1021.454,0.0,0.0,0.0,128.744,317.901,0.0,0.0,0.0,0.0,AS14.02
4/3/14,1,5.75,-0.25,0.0,0.32250584,6814.300001000001,2,0,1269.299,3595.431,548.7869999999998,0.0,0.0,0.0,56.132,122.421,318.2940000000001,0.0,0.0,0.0,AS14.02
4/4/14,1,6.4,-1.2,0.2,0.227270357,3653.370001,5,0,1121.689,2809.436,809.7280000000002,0.0,0.0,0.0,148.852,141.32,0.0,0.0,0.0,0.0,AS14.02
4/5/14,1,7.4,0.0,0.6,0.321919722,13067.926,9,1,1957.087,2309.659,794.4839999999998,0.0,0.0,0.0,100.897,258.611,388.071,0.0,0.0,0.0,AS14.02
4/6/14,1,4.5,-1.0,-1.25,0.21520952,3649.967999,6,0,576.385,1224.322,618.98,0.0,0.0,0.0,30.011,391.542,0.0,0.0,0.0,0.0,AS14.02
4/7/14,1,6.8,0.0,0.6,0.136523734,6366.5269979999985,2,0,1482.948,3761.179,737.916,0.0,0.0,0.0,106.148,2008.184,0.0,0.0,0.0,0.0,AS14.02
4/8/14,1,6.25,-0.25,0.5,0.261951038,4079.151999,10,1,1184.778,2265.855,193.48,0.0,0.0,0.0,134.434,636.253,0.0,0.0,0.0,0.0,AS14.02
4/9/14,1,7.25,-0.5,0.25,0.247209848,5757.426001,12,1,1427.0220000000004,2255.545,627.236,0.0,0.0,0.0,61.397,294.321,0.0,0.0,0.0,0.0,AS14.02
4/10/14,1,7.25,0.25,0.75,0.260750604,7844.238998999998,1,1,1303.452,2726.237,695.324,0.0,0.0,0.0,141.214,566.807,525.113,0.0,2.045,0.0,AS14.02
4/11/14,1,6.5,-0.5,0.5,0.424481427,5810.030001,7,1,1548.192,2343.793,700.7239999999998,0.0,0.0,0.0,136.128,319.645,630.929,0.0,0.0,0.0,AS14.02
4/12/14,1,6.0,-2.0,-1.0,0.378301733,3658.819001,6,1,1826.668,1516.767,0.0,0.0,0.0,0.0,11.015999999999998,157.192,362.185,0.0,6.9860000000000015,0.0,AS14.02
4/13/14,1,7.2,-0.6,0.4,0.289820118,2174.870998,1,0,510.913,855.2189999999998,371.52,0.0,0.0,0.0,79.112,123.071,159.64600000000004,0.0,0.0,0.0,AS14.02
4/14/14,1,8.0,0.75,1.0,0.18707405,2773.043001,8,7,809.972,1822.477,95.772,0.0,0.0,0.0,21.182,56.817,0.0,0.0,84.488,0.0,AS14.02
4/15/14,1,7.25,-0.5,0.5,0.173628883,701.2870004,14,1,98.266,445.917,19.658,0.0,0.0,0.0,0.0,25.386,0.0,0.0,0.0,0.0,AS14.02
4/16/14,1,6.666666667,-0.333333333,0.333333333,0.353276353,109.2839997,16,1,125.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.02
4/17/14,1,6.5,0.166666667,-0.166666667,0.47008547,41.23499966,10,7,2.007,37.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.02
4/18/14,1,6.5,0.0,0.0,0.2653549078611111,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.02
4/19/14,1,5.666666667,-0.666666667,-0.333333333,0.5,187.322,1,0,10.09,72.34100000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.02
4/20/14,1,5.0,-0.666666667,0.0,0.2653549078611111,0.0,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.02
4/21/14,1,5.5,-0.5,-0.5,0.2653549078611111,0.0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.02
4/22/14,1,5.666666667,-1.333333333,-0.333333333,0.075,13.08000016,15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.887,0.0,0.0,0.0,0.0,AS14.02
4/23/14,1,5.5,0.0,0.5,0.14285714300000002,0.0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.02
4/24/14,1,7.0,-0.5,-0.5,0.034482759,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.02
4/25/14,1,9.0,-1.0,1.0,0.2653549078611111,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.02
3/21/14,2,9.0,1.0,2.0,0.11200525725531917,1664.954001,5,2,168.055,1724.739,946.017,0.0,0.0,10.046,543.5880000000002,0.0,0.0,0.0,0.0,0.0,AS14.03
3/22/14,2,7.8,0.8,1.0,0.191388309,2643.5370000000007,8,1,482.088,458.495,3915.524,0.0,0.0,0.0,89.21600000000002,0.0,168.545,0.0,4.35,0.0,AS14.03
3/23/14,2,8.2,-0.2,1.2,0.100246698,5048.337001,1,1,492.576,1503.122,1741.391,36.364,0.0,161.998,251.529,0.0,275.405,0.0,0.0,44.854,AS14.03
3/24/14,2,7.8,-0.6,1.4,0.090740222,6248.0459999999985,3,0,92.246,2282.336,3908.043,105.217,0.0,125.325,851.0169999999998,0.0,0.0,11.064,5.136,0.0,AS14.03
3/25/14,2,7.8,-0.4,1.2,0.132768286,3791.112,6,1,1044.495,1305.098,1351.4160000000004,447.543,0.0,141.076,133.63,0.0,0.0,47.324,28.843000000000004,0.0,AS14.03
3/26/14,2,8.25,0.5,1.0,0.091153201,3985.976999,1,0,118.639,1294.789,2355.873,87.141,0.0,20.684,72.68,0.0,12.84,7.649,0.0,0.0,AS14.03
3/27/14,2,7.75,0.25,0.5,0.103195754,3275.632002,3,1,588.336,931.662,1653.757,0.0,0.0,13.437,60.032,0.0,0.0,0.0,17.49,0.0,AS14.03
3/28/14,2,8.0,-0.5,1.5,0.104679288,3250.441998,3,0,277.526,940.879,3351.791,0.0,0.0,46.206,246.376,0.0,0.0,63.787,7.045,0.0,AS14.03
3/29/14,2,8.6,-0.2,1.6,0.163377338,2261.391001,0,1,19.31,152.928,2529.228,49.371,0.0,0.0,104.425,0.0,0.0,0.0,0.0,0.0,AS14.03
3/30/14,2,8.4,-0.2,1.0,0.164650715,3568.718999,1,0,12.869000000000002,1223.623,2039.814,0.0,0.0,26.284,186.054,0.0,0.0,35.267,0.0,31.955,AS14.03
3/31/14,2,7.4,0.4,0.6,0.083633585,9398.244,3,1,2044.996,4412.685,1699.4679999999996,77.491,0.0,0.0,98.786,0.0,0.0,0.0,5.16,0.0,AS14.03
4/1/14,2,7.6,0.4,0.4,0.09741434,3205.793999,2,0,543.663,711.798,1626.554,58.64100000000001,0.0,62.49,203.234,0.0,0.0,0.0,0.0,0.0,AS14.03
4/2/14,2,7.4,0.2,0.6,0.078688138,3364.240001,2,0,854.198,820.558,1981.504,65.439,0.0,18.699,98.842,0.0,54.145,0.0,0.0,0.0,AS14.03
4/3/14,2,7.8,0.0,1.0,0.083636454,2312.746,1,0,19586.766,685.184,2093.16,72.10300000000002,0.0,0.0,91.237,0.0,0.0,20.192,29.197,0.0,AS14.03
4/4/14,2,7.8,0.2,1.4,0.08710656,3231.443999,0,3,617.0930000000002,804.091,1371.565,47.284,0.0,6.1629999999999985,902.67,0.0,0.0,315.509,0.0,0.0,AS14.03
4/5/14,2,7.6,1.2,1.0,0.114427938,3852.661999,6,0,263.059,1110.404,2295.814,0.0,0.0,106.486,60.862,0.0,19.696,0.0,0.0,0.0,AS14.03
4/6/14,2,6.8,0.2,0.8,0.076772015,6028.5489990000015,0,0,11.063,730.3430000000002,4234.2,0.0,0.0,0.0,1024.593,0.0,0.0,23.094,0.0,0.0,AS14.03
4/7/14,2,7.4,0.2,1.0,0.144063937,5035.645,2,0,596.011,1787.445,2513.812,88.197,0.0,124.681,72.082,0.0,0.0,82.764,0.0,0.0,AS14.03
4/8/14,2,7.4,0.4,1.2,0.103830889,4475.892,2,1,873.53,683.3639999999998,1307.637,27.089,0.0,1494.864,70.913,0.0,0.0,11.128,0.0,0.0,AS14.03
4/9/14,2,7.8,0.6,1.0,0.092122233,1773.7220000000002,0,0,23.843000000000004,763.865,984.36,31.735,0.0,16.27,74.42,0.0,0.0,50.254,0.0,0.0,AS14.03
4/10/14,2,7.4,0.4,1.0,0.108066399,7018.261001000002,0,2,103.689,1778.979,2776.328,0.0,0.0,5.2170000000000005,95.092,13.22,0.0,2239.937,0.0,0.0,AS14.03
4/11/14,2,7.6,0.2,1.0,0.120188083,4983.920999,0,0,102.159,1698.898,3128.489,17.149,0.0,9.16,354.092,0.0,0.0,28.343000000000004,4.513,0.0,AS14.03
4/12/14,2,7.666666667,0.333333333,1.0,0.127037342,2492.817999,6,0,19477.059,229.648,12054.726,0.0,0.0,0.0,1072.477,0.0,0.0,21.096,9.33,0.0,AS14.03
4/13/14,2,7.4,0.2,1.0,0.078137542,7752.552998999998,1,1,1391.461,2391.052,3217.934,0.0,0.0,643.756,4335.307,0.0,0.0,0.0,0.0,0.0,AS14.03
4/14/14,2,7.0,0.0,0.8,0.092896266,4230.447,0,1,1808.078,3571.217,1152.669,28.19,0.0,8.073,58.008,41.365,0.0,11.226,17.303,0.0,AS14.03
4/15/14,2,7.6,0.2,0.8,0.119554999,3964.784998,6,0,726.5,2245.302,1850.042,0.0,0.0,6.025,100.235,0.0,0.0,12.082,0.0,0.0,AS14.03
4/16/14,2,8.0,0.8,1.0,0.114768169,5334.566999999999,2,0,244.239,1454.3010000000004,3481.0640000000008,18.113,0.0,33.186,175.38,0.0,0.0,38.228,7.662000000000001,0.0,AS14.03
4/17/14,2,7.25,0.25,0.75,0.140859246,5006.5059999999985,4,2,1816.36,2048.286,1159.785,172.576,0.0,0.0,167.09599999999998,0.0,0.0,101.287,31.331,0.0,AS14.03
4/18/14,2,7.5,0.0,1.0,0.073876083,6253.736999999999,6,0,1751.578,1206.113,4304.597,0.0,0.0,183.844,47.282,0.0,0.0,18.267,7.954,0.0,AS14.03
4/19/14,2,7.8,0.6,0.8,0.208229777,1441.918,4,1,117.624,1155.189,66.705,0.0,0.0,0.0,53.494,0.0,69.03399999999999,0.0,0.0,0.0,AS14.03
4/20/14,2,7.5,0.25,1.0,0.14685263699999998,3489.126999,3,2,489.672,993.986,1528.4879999999996,0.0,0.0,0.0,49.111,0.0,26.617,225.16,0.0,0.0,AS14.03
4/21/14,2,7.4,0.2,1.0,0.020845805,6019.938,3,0,723.06,242.136,4016.524,23.194000000000006,0.0,0.0,1681.297,0.0,167.21900000000005,0.0,5.461,0.0,AS14.03
4/22/14,2,7.6,0.4,0.8,0.092855614,3493.391,0,0,126.094,1806.502,2342.385,0.0,0.0,39.548,73.491,0.0,0.0,23.108,0.0,0.0,AS14.03
4/23/14,2,7.0,0.6,0.8,0.120389719,4272.428,0,1,145.374,1479.562,2393.742,159.123,0.0,0.0,58.527,0.0,0.0,24.156,0.0,0.0,AS14.03
4/24/14,2,7.4,-0.2,1.0,0.106001092,4893.604,0,0,115.675,2815.141,1748.1070000000002,52.354,0.0,0.0,159.014,0.0,0.0,17.439,0.0,0.0,AS14.03
4/25/14,2,7.5,-1.0,1.0,0.106167618,10863.72,0,0,42.124,7931.976,3332.951,43.303,0.0,178.498,57.624,0.0,0.0,54.50100000000001,10.174,0.0,AS14.03
4/26/14,2,7.5,-0.25,1.0,0.26914225,3489.053999,4,5,443.291,586.442,2737.032,0.0,0.0,0.0,90.046,19.455,0.0,0.0,0.0,0.0,AS14.03
4/27/14,2,7.6,-1.4,1.0,0.065552072,5290.936999000001,0,0,8.94,876.2230000000002,7382.021,0.0,0.0,0.0,2434.284,0.0,540.932,56.35,0.0,0.0,AS14.03
4/28/14,2,7.0,-1.4,1.0,0.08262849,3365.22,1,0,118.209,2852.19,3497.522,28.117,0.0,0.0,47.72,7.876,0.0,16.492,13.238,0.0,AS14.03
4/29/14,2,7.2,-0.6,1.0,0.118695848,3669.914999,0,0,20.779,1792.6129999999996,1007.323,479.494,0.0,6.506,66.649,0.0,0.0,13.057,0.0,0.0,AS14.03
4/30/14,2,7.0,-1.2,1.0,0.08969224099999999,4097.972999000001,0,0,191.088,1863.695,2006.694,0.0,0.0,0.0,85.20700000000002,0.0,0.0,41.5,16.27,0.0,AS14.03
5/1/14,2,7.2,-0.8,1.0,0.136388835,3744.96,1,0,1824.377,1083.126,3026.651,0.0,0.0,61.166,80.127,0.0,112.24,0.0,12.198,0.0,AS14.03
5/2/14,2,7.6,-1.2,1.4,0.134376923,6631.174,10,1,274.715,1102.326,4098.997,43.224,0.0,0.0,713.9780000000002,0.0,49.673,0.0,28.902,0.0,AS14.03
5/3/14,2,7.75,-0.375,1.0,0.138918931,7432.3,5,0,550.479,924.108,3330.291,0.0,0.0,0.0,54.14100000000001,0.0,72.509,15.146,11.342,0.0,AS14.03
5/4/14,2,7.4,-1.2,0.8,0.066162407,3048.1890000000008,4,0,80.634,192.146,2692.8390000000004,0.0,0.0,0.0,37.76,0.0,0.0,41.416,0.0,0.0,AS14.03
5/5/14,2,7.25,-1.0,1.0,0.101182005,3253.51,2,1,124.644,946.438,1635.675,13.243,0.0,0.0,249.249,0.0,130.482,140.589,6.155,0.0,AS14.03
5/6/14,2,7.714466666685027,-0.05549645391489361,1.0074468085106378,0.08643444199999999,1786.1979989999998,2,0,568.4580000000002,980.45,451.809,0.0,0.0,14.902,0.0,0.0,0.0,12.061,0.0,0.0,AS14.03
5/7/14,2,7.666666667,-0.666666667,1.0,0.094450356,3511.52,0,0,719.681,1327.231,1184.998,0.0,0.0,13.905,259.949,0.0,0.0,37.386,0.0,0.0,AS14.03
3/14/14,3,8.0,-1.0,2.0,0.06869203892,5622.509999,3,0,257.071,4362.429,269.409,0.0,0.0,0.0,358.415,468.649,0.0,0.0,28.657,0.0,AS14.05
3/15/14,3,6.2,0.0,0.4,0.06869203892,8903.782,3,0,797.809,6364.988,2050.826,0.0,0.0,0.0,174.93099999999995,683.573,0.0,186.877,41.317,0.0,AS14.05
3/16/14,3,6.333333333,-0.666666667,0.0,0.06869203892,5548.0489990000015,3,0,389.773,4189.964,780.33,0.0,0.0,0.0,88.685,0.0,0.0,55.344,28.373,0.0,AS14.05
3/17/14,3,6.0,-0.4,0.4,0.083370521,5613.824001,0,2,839.597,1774.029,1020.822,0.0,0.0,0.0,148.27200000000005,0.0,0.0,7.068,19.328,0.0,AS14.05
3/18/14,3,7.5,0.25,1.0,0.113195906,7177.026001,9,0,422.774,4411.521,905.37,0.0,0.0,0.0,67.334,0.0,0.0,28.289,57.916,0.0,AS14.05
