time,id,mood,arousal,valence,activity,screen,call,sms,builtin,communication,entertainment,finance,game,office,other,social,travel,unknown,utilities,weather,id_label,sumOfEntSocGa,sumofCallSMS,weekday,prevMood,avgMood,avgValence,avgActivity,avgArousal,avgScreen,avgAppSum,avgCallSMS
4/2/14,0.0,6.5,0.333333333,0.666666667,0.10191661099999999,21358.511000000002,4.0,0.0,3614.349,6920.156,1343.376,247.77700000000002,0.0,90.48100000000001,541.5409999999998,3428.792,0.0,0.0,341.371,0.0,AS14.01,4772.168,4.0,0.0,6.0,7.08,0.6033333333999996,0.08163222319999999,0.04666666659999996,12643.017400200008,3608.4085999999998,3.2
4/3/14,0.0,6.4,-1.2,0.0,0.049238473,21401.835,4.0,0.0,2321.464,14438.082,1293.631,76.234,0.0,0.0,213.90200000000002,3154.241,19.082,0.0,182.77200000000002,0.0,AS14.01,4447.872,4.0,0.0,6.5,6.76,0.40333333339999966,0.07783935579999998,-0.2333333334,15258.860000200006,4077.9195999999997,3.0
4/4/14,0.0,6.2,0.2,0.4,0.126689311,12379.411,2.0,1.0,1957.829,5481.6280000000015,1545.227,0.0,0.0,0.0,176.801,2086.197,158.241,0.0,128.692,0.0,AS14.01,3631.424,3.0,0.0,6.4,6.5,0.3333333333999996,0.0933586238,-0.09333333340000002,16830.099400000003,4463.531999999999,3.6
4/5/14,0.0,6.8,-0.4,0.6,0.11900230199999999,3340.4309999999996,0.0,0.0,15159.19,1885.4089999999999,76.369,0.0,0.0,0.0,81.133,363.208,187.945,0.0,118.956,0.0,AS14.01,439.577,0.0,1.0,6.2,6.38,0.3333333333999996,0.10305798799999999,-0.17333333340000004,15130.818800000003,3919.2971999999995,2.4
4/6/14,0.0,6.5,-0.75,0.5,0.064407799,7467.321999999999,4.0,0.0,4548.662,3355.743,187.21400000000003,0.0,114.406,0.0,119.12,321.46,0.0,0.0,46.248999999999995,0.0,AS14.01,623.0799999999999,4.0,1.0,6.8,6.4799999999999995,0.43333333339999963,0.0922508992,-0.3633333334,13189.502000000002,2782.8242,3.0
4/7/14,0.0,6.5,-0.666666667,0.25,0.050670621,9846.381,1.0,0.0,927.377,7355.015,447.121,46.128,0.0,17.107,170.34799999999996,1475.418,60.247,0.0,205.81099999999998,0.0,AS14.01,1922.5389999999998,1.0,0.0,6.5,6.4799999999999995,0.34999999999999964,0.0820017012,-0.5633333334,10887.076000000001,2212.8984,2.4
4/8/14,0.0,6.6,-0.4,0.333333333,0.075327058,15101.132,1.0,0.0,892.689,9477.553,3466.479000000001,19.131,0.0,0.0,209.514,2655.1209999999996,0.0,0.0,36.143,0.0,AS14.01,6121.6,1.0,0.0,6.5,6.5200000000000005,0.4166666665999997,0.0872194182,-0.4033333334,9626.9354,2547.6440000000002,1.8
4/9/14,0.0,7.4,-0.8,1.0,0.120384115,13558.288999999999,4.0,0.0,1638.6170000000006,6177.076,940.77,0.0,0.0,0.0,346.654,2826.35,0.0,0.0,577.359,0.0,AS14.01,3767.12,4.0,0.0,6.6,6.76,0.5366666665999997,0.08595837899999999,-0.6033333334,9862.711,2574.7832000000003,2.0
4/10/14,0.0,7.4,-0.4,0.8,0.078963105,9296.098999,7.0,0.0,715.355,4881.411,1858.8929999999998,0.0,1.0590000000000002,23.195,107.919,1174.7169999999999,0.0,0.0,377.68699999999995,0.0,AS14.01,3034.669,7.0,0.0,7.4,6.88,0.5766666665999997,0.0779505396,-0.6033333334,11053.8445998,3093.8016000000002,3.4
4/11/14,0.0,7.0,-1.2,0.8,0.079986202,10526.846000000001,0.0,0.0,3369.031,3336.592,1976.138,94.09299999999999,0.0,0.0,51.452,596.807,34.234,0.0,214.648,0.0,AS14.01,2572.9449999999997,0.0,0.0,7.4,6.9799999999999995,0.6366666665999997,0.0810662202,-0.6933333334,11665.749399800003,3483.7745999999997,2.6
4/12/14,0.0,7.25,-0.75,0.75,0.07224906099999999,11750.809,0.0,0.0,302.44599999999997,6595.083000000001,2186.482,0.0,0.0,0.0,79.033,264.432,5.0310000000000015,0.0,352.392,0.0,AS14.01,2450.9139999999998,0.0,1.0,7.0,7.13,0.7366666665999997,0.0853819082,-0.7100000000000001,12046.6349998,3589.4496,2.4
4/13/14,0.0,8.0,-1.25,1.0,0.014021328999999999,2005.7509989999999,0.0,0.0,447.415,1096.795,249.392,82.413,0.0,0.0,94.209,34.501999999999995,0.0,0.0,0.0,0.0,AS14.01,283.894,0.0,1.0,7.25,7.409999999999999,0.8699999999999998,0.0731207624,-0.8800000000000001,9427.558799600001,2421.9084,2.2
4/14/14,0.0,7.2,-1.2,0.6,0.083887314,17985.448,1.0,1.0,961.581,6486.284000000002,6265.556,89.323,0.0,0.0,145.096,2921.985,29.104,0.0,986.0139999999999,0.0,AS14.01,9187.541,2.0,0.0,8.0,7.37,0.7899999999999997,0.06582140219999999,-0.9600000000000002,10312.990599600003,3505.9926,1.8
4/15/14,0.0,6.4,0.0,0.8,0.09011215300000001,13585.223,8.0,1.0,1596.356,6224.231,944.5219999999999,13.043,0.0,0.0,110.415,4428.21,8.363,0.0,279.793,0.0,AS14.01,5372.732,9.0,0.0,7.2,7.17,0.7899999999999997,0.0680512118,-0.8800000000000001,11170.815399800002,3973.6051999999995,2.2
4/16/14,0.0,7.2,0.75,0.5,0.116110336,12522.475,0.0,1.0,923.613,5175.016,426.73400000000004,0.0,0.0,0.0,40.784,1912.852,0.0,0.0,223.58700000000002,0.0,AS14.01,2339.5860000000002,1.0,0.0,6.4,7.210000000000001,0.7299999999999998,0.0752760386,-0.49000000000000005,11569.941199800003,3926.9333999999994,2.4
4/17/14,0.0,6.625,-0.125,0.625,0.056917857,15018.48,2.0,0.0,552.201,11853.339,142.241,0.0,0.0,0.0,53.76300000000001,2107.146,0.0,0.0,49.718,0.0,AS14.01,2249.387,2.0,0.0,7.2,7.085000000000001,0.7049999999999997,0.0722097978,-0.36500000000000005,12223.475399800001,3886.6279999999992,2.8
4/18/14,0.0,6.8,-0.8,0.8,0.09403300699999999,13490.729,1.0,0.0,1860.898,5341.656999999998,774.3539999999997,119.163,0.0,0.0,47.788999999999994,1993.922,63.873999999999995,0.0,88.68,0.0,AS14.01,2768.276,1.0,0.0,6.625,6.845000000000001,0.6649999999999997,0.0882121334,-0.275,14520.471000000001,4383.5044,3.0
4/19/14,0.0,7.8,-0.2,1.0,0.099431912,13293.248,1.0,0.0,946.19,2728.26,469.274,95.62899999999999,29.084,0.0,31.482,396.67199999999997,128.89,0.0,305.796,0.0,AS14.01,895.0299999999999,1.0,1.0,6.8,6.964999999999999,0.7449999999999997,0.09132105300000001,-0.075,13582.030999999999,2725.0021999999994,2.8
4/20/14,0.0,7.25,-0.25,0.75,0.074816243,8343.518,2.0,2.0,897.086,4984.724,727.492,10.606,0.0,0.0,34.202,2237.742,0.0,0.0,121.035,0.0,AS14.01,2965.2340000000004,4.0,1.0,7.8,7.135,0.7349999999999997,0.08826187099999999,-0.125,12533.689999999999,2243.502599999999,1.8
4/21/14,0.0,7.6,-0.25,1.0,0.102041059,3832.990999,2.0,0.0,3442.232,2004.3470000000002,74.88,33.266,0.0,0.0,58.049,428.972,68.278,0.0,210.882,0.0,AS14.01,503.852,2.0,0.0,7.25,7.214999999999999,0.8349999999999996,0.0854480156,-0.325,10795.7931998,1876.355799999999,2.0
4/22/14,0.0,7.4,0.2,1.0,0.091929552,15490.27,2.0,0.0,2212.9539999999997,11360.913,1101.017,38.453,0.0,0.0,63.16,1422.5479999999998,0.0,0.0,423.215,0.0,AS14.01,2523.5649999999996,2.0,0.0,7.6,7.369999999999999,0.9099999999999996,0.09245035459999998,-0.26,10890.1511998,1931.1913999999986,2.0
4/23/14,0.0,7.6,0.2,1.0,0.045985689,14535.34,1.0,0.0,1130.8419999999999,8928.472,347.42699999999996,18.051,0.0,0.0,42.398,526.5980000000002,0.0,0.0,246.94400000000002,0.0,AS14.01,874.0250000000001,1.0,0.0,7.4,7.529999999999999,0.9499999999999996,0.082840891,-0.06000000000000001,11099.0733998,1552.3411999999985,2.0
4/24/14,0.0,7.6,-0.4,1.0,0.050902987999999996,22086.478,1.0,0.0,1466.271,9692.133,4464.975,209.937,0.0,0.0,31.933000000000003,2688.5359999999996,51.184,0.0,716.197,0.0,AS14.01,7153.511,1.0,0.0,7.6,7.49,0.9499999999999996,0.0731351062,-0.1,12857.719399799998,2804.0373999999983,2.0
4/25/14,0.0,7.2,-0.2,0.8,0.109061064,13973.942,2.0,1.0,817.613,7279.144,650.832,21.070999999999998,0.0,0.0,68.847,2227.694,63.316,0.0,347.974,0.0,AS14.01,2878.526,3.0,0.0,7.6,7.480000000000001,0.9599999999999996,0.07998407039999998,-0.09,13983.8041998,2786.6957999999986,1.8
4/26/14,0.0,7.6,-0.2,1.0,0.214248772,15482.018999999998,3.0,4.0,864.5189999999999,2567.857,125.556,27.267,0.0,0.0,46.205,2368.377,470.773,3.148,315.763,0.0,AS14.01,2493.933,7.0,1.0,7.2,7.480000000000001,0.9599999999999996,0.10242561299999997,-0.07999999999999999,16313.6098,3184.7119999999986,2.8
4/27/14,0.0,7.5,-0.125,1.0,0.030478923999999998,5700.562,0.0,0.0,1291.3139999999999,2431.498,1510.221,0.0,0.0,0.0,1056.684,27.47,0.0,0.0,60.338,0.0,AS14.01,1537.691,0.0,1.0,7.6,7.500000000000002,0.9599999999999996,0.09013548739999996,-0.14499999999999996,14355.6682,2987.537199999999,2.4
4/28/14,0.0,7.6,-0.8,0.8,0.019675323,10807.83,2.0,0.0,1312.001,4697.372,1548.4379999999999,465.25300000000004,0.0,0.0,72.584,2423.933,0.0,0.0,380.19300000000004,0.0,AS14.01,3972.371,2.0,0.0,7.5,7.500000000000002,0.9199999999999996,0.08487341419999997,-0.345,13610.166200000001,3607.206399999998,2.6
4/29/14,0.0,7.0,-0.25,1.0,0.10275824900000001,7873.291998999999,0.0,0.0,5289.913000000001,3834.645,1562.533,0.0,333.305,0.0,40.472,411.485,41.982,0.0,410.436,0.0,AS14.01,2307.323,0.0,0.0,7.6,7.380000000000001,0.9199999999999996,0.09524446639999998,-0.31499999999999995,10767.528999799999,2637.9687999999983,2.4
4/30/14,0.0,7.8,-0.4,0.75,0.151051459,9175.604999,1.0,0.0,844.9630000000003,3550.618,504.86199999999997,375.022,0.0,0.0,185.783,89.166,272.798,0.0,112.295,0.0,AS14.01,594.028,1.0,0.0,7.0,7.5,0.9099999999999996,0.10364254539999998,-0.3549999999999999,9807.8615996,2181.0691999999985,2.0
5/1/14,0.0,8.0,-0.4,1.0,0.037065268,15516.952,7.0,4.0,1876.1129999999998,8191.41,470.866,1321.104,0.0,28.09800000000001,44.43,4918.942,0.0,0.0,269.569,0.0,AS14.01,5389.808,11.0,0.0,7.8,7.58,0.9099999999999996,0.06820584459999997,-0.39499999999999996,9814.848199600001,2760.2441999999983,2.8
5/2/14,0.0,7.6,-0.2,1.0,0.077341019,15088.518999999998,0.0,0.0,795.436,7925.918000000002,352.88800000000015,1069.748,0.0,0.0,32.443000000000005,771.2660000000003,0.0,0.0,11.083,0.0,AS14.01,1124.1540000000005,0.0,0.0,8.0,7.6,0.9099999999999996,0.07757826359999996,-0.41,11692.4395996,2677.536799999998,2.8
5/3/14,0.0,8.0,-0.2,1.0,0.071740885,8186.036001,0.0,1.0,753.257,4539.776,2761.95,296.313,0.0,0.0,40.569,205.602,143.631,30.101999999999997,125.605,0.0,AS14.01,2967.5519999999997,1.0,1.0,7.6,7.68,0.9499999999999996,0.08799137599999997,-0.29,11168.0807998,2476.572999999998,2.6
5/4/14,0.0,8.0,-0.5,1.0,0.136191808,5889.194999,0.0,0.0,1758.4379999999999,3381.689000000001,928.4060000000001,0.0,0.0,0.0,35.525,494.67699999999996,0.0,0.0,0.0,0.0,AS14.01,1423.083,0.0,1.0,8.0,7.88,0.9499999999999996,0.09467808779999996,-0.33999999999999997,10771.2613998,2299.724999999998,2.6
5/5/14,0.0,6.86382499999398,-0.240070922,0.7012411347446809,0.007842595,1788.734,0.0,0.0,438.347,826.7869999999997,318.514,0.0,0.0,0.0,0.0,25.104,0.0,0.0,264.33099999999996,0.0,AS14.01,343.618,0.0,0.0,8.0,7.692764999998796,0.9402482269489358,0.06603631499999997,-0.3080141844,9293.887200000001,2249.642999999998,2.4
3/20/14,1.0,7.25,-0.5,0.75,0.23902496,4360.334001,10.0,1.0,1777.977,2154.371,148.18,0.0,0.0,0.0,86.85700000000001,131.59799999999998,0.0,0.0,0.0,0.0,AS14.02,279.778,11.0,0.0,6.8,7.066666666599998,0.48999999999999966,0.24151288477222224,0.19999999999999996,6423.5916004,741.8455999999981,8.4
3/21/14,1.0,7.5,-0.75,0.75,0.289627925,11155.851,10.0,1.0,2230.303,2858.446,459.60400000000004,0.0,0.0,0.0,37.944,388.02099999999996,442.296,0.0,0.0,0.0,AS14.02,847.625,11.0,0.0,7.25,7.299999999999999,0.6399999999999997,0.24636748820000004,0.049999999999999954,7674.2364004,857.373999999998,9.6
3/22/14,1.0,6.5,-1.0,-0.5,0.446043687,7589.562003,25.0,1.0,1930.266,1852.256,662.9110000000003,0.0,0.0,0.0,43.20399999999999,408.667,780.617,0.0,0.0,0.0,AS14.02,1071.5780000000002,26.0,1.0,7.5,7.249999999999998,0.43999999999999967,0.3019625426,-0.25000000000000006,7160.195001,548.8483999999982,14.0
3/23/14,1.0,6.25,-1.0,0.0,0.26969715699999997,4528.5270009999995,8.0,1.0,894.5060000000003,1839.899,388.098,0.0,0.0,0.0,61.865,171.99400000000003,1263.1889999999999,0.0,0.0,0.0,AS14.02,560.0920000000001,9.0,1.0,6.5,6.859999999999999,0.2799999999999997,0.3120050972,-0.5700000000000001,7163.406201000001,600.6053999999982,12.6
3/24/14,1.0,6.4,0.2,-0.2,0.156124663,2766.648999,5.0,0.0,1073.496,3012.1809999999996,532.013,0.0,0.0,0.0,81.808,232.801,0.0,0.0,0.0,0.0,AS14.02,764.8140000000001,5.0,0.0,6.25,6.779999999999999,0.15999999999999967,0.2801036784,-0.61,6080.184600800001,704.7773999999982,12.4
3/25/14,1.0,7.75,-1.25,0.75,0.230513655,4637.388,7.0,0.0,2806.9309999999996,2788.7509999999997,459.589,0.0,0.0,0.0,50.375,148.447,0.0,0.0,0.0,0.0,AS14.02,608.0360000000001,7.0,0.0,6.4,6.88,0.1599999999999997,0.27840141739999996,-0.76,6135.595400600001,770.4289999999983,11.6
3/26/14,1.0,7.2,-1.2,0.4,0.293953462,6069.6300009999995,5.0,0.0,1736.744,2533.849,767.145,0.0,0.0,0.0,41.95,1562.023,0.0,0.0,0.0,0.0,AS14.02,2329.1679999999997,5.0,0.0,7.75,6.82,0.08999999999999968,0.27926652479999997,-0.85,5118.351200800001,1066.737599999998,10.4
3/27/14,1.0,7.25,0.0,0.5,0.228849009,5746.980999,3.0,0.0,2267.124,2997.0429999999997,490.781,0.0,0.0,0.0,731.8530000000003,81.366,0.0,0.0,67.163,0.0,AS14.02,572.147,3.0,0.0,7.2,6.970000000000001,0.2899999999999997,0.23582758919999997,-0.65,4749.835000000001,966.8513999999981,5.8
3/28/14,1.0,6.8,-0.6,0.6,0.261598328,3969.5809990000002,8.0,2.0,1053.115,1245.127,707.64,0.0,0.0,0.0,125.669,2717.215,0.0,0.0,0.0,0.0,AS14.02,3424.855,10.0,0.0,7.25,7.08,0.4099999999999997,0.23420782339999996,-0.5700000000000001,4638.045799600001,1539.8039999999978,6.0
3/29/14,1.0,7.25,-0.75,0.25,0.432469355,4403.242998,4.0,0.0,17416.28,2141.489,1063.268,0.0,0.0,0.0,52.841,523.854,501.644,0.0,0.0,0.0,AS14.02,1587.122,4.0,1.0,6.8,7.25,0.4999999999999997,0.2894767618,-0.76,4965.364599400002,1704.2655999999977,5.8
3/30/14,1.0,7.0,-1.0,0.75,0.241887309,3937.041999,10.0,1.0,772.7869999999997,1110.856,1278.594,0.0,0.0,0.0,113.228,322.901,0.0,0.0,0.0,0.0,AS14.02,1601.4950000000001,11.0,1.0,7.25,7.1,0.4999999999999997,0.2917514926,-0.7100000000000002,4825.295399200002,1902.957399999998,6.6
3/31/14,1.0,7.2,-0.8,0.4,0.156372924,4774.145999,14.0,2.0,1186.299,2481.322,354.965,0.0,0.0,0.0,81.741,2038.631,0.0,0.0,0.0,0.0,AS14.02,2393.596,16.0,0.0,7.0,7.1,0.4999999999999997,0.264235385,-0.6300000000000001,4566.1985988000015,1915.8429999999978,8.8
4/1/14,1.0,7.4,-0.2,0.8,0.26196053199999997,3297.7379969999997,2.0,1.0,2790.014,1322.61,76.976,0.0,0.0,0.0,186.41299999999998,191.12099999999998,345.2,0.0,0.0,0.0,AS14.02,268.097,3.0,0.0,7.2,7.13,0.5599999999999998,0.2708576896,-0.6700000000000002,4076.349998400002,1855.0329999999976,8.8
4/2/14,1.0,6.4,-0.6,-0.2,0.319120562,6883.8280019999975,2.0,0.0,1964.21,2942.423,1021.454,0.0,0.0,0.0,128.744,317.901,0.0,0.0,0.0,0.0,AS14.02,1339.355,2.0,0.0,7.4,7.05,0.39999999999999974,0.2823621364,-0.6700000000000002,4659.199399000001,1437.9329999999977,7.2
4/3/14,1.0,5.75,-0.25,0.0,0.32250584,6814.300001000001,2.0,0.0,1269.299,3595.4309999999996,548.7869999999998,0.0,0.0,0.0,56.132,122.421,318.2940000000001,0.0,0.0,0.0,AS14.02,671.2079999999999,2.0,0.0,6.4,6.75,0.34999999999999976,0.2603694334,-0.5700000000000001,5141.4107996,1254.7501999999974,6.8
4/4/14,1.0,6.4,-1.2,0.2,0.227270357,3653.370001,5.0,0.0,1121.6889999999999,2809.4359999999997,809.7280000000003,0.0,0.0,0.0,148.852,141.32,0.0,0.0,0.0,0.0,AS14.02,951.0480000000002,5.0,0.0,5.75,6.63,0.2399999999999997,0.257446043,-0.6100000000000001,5084.6764,1124.6607999999976,5.6
4/5/14,1.0,7.4,0.0,0.6,0.321919722,13067.926000000001,9.0,1.0,1957.0870000000002,2309.659,794.4839999999997,0.0,0.0,0.0,100.897,258.611,388.07099999999997,0.0,0.0,0.0,AS14.02,1053.0949999999998,10.0,1.0,6.4,6.669999999999999,0.2799999999999997,0.2905554026,-0.4500000000000002,6743.432400200001,856.5605999999977,4.4
4/6/14,1.0,4.5,-1.0,-1.25,0.21520952,3649.9679990000004,6.0,0.0,576.385,1224.322,618.98,0.0,0.0,0.0,30.011,391.542,0.0,0.0,0.0,0.0,AS14.02,1010.5219999999999,6.0,1.0,7.4,6.089999999999999,-0.13000000000000028,0.2812052002,-0.6100000000000001,6813.878400600001,1005.0455999999979,5.0
4/7/14,1.0,6.8,0.0,0.6,0.136523734,6366.5269979999985,2.0,0.0,1482.9479999999999,3761.179,737.916,0.0,0.0,0.0,106.148,2008.184,0.0,0.0,0.0,0.0,AS14.02,2746.1,2.0,0.0,4.5,6.169999999999999,0.029999999999999704,0.24468583460000004,-0.4900000000000001,6710.418199800003,1286.3945999999978,5.0
4/8/14,1.0,6.25,-0.25,0.5,0.261951038,4079.151999,10.0,1.0,1184.778,2265.855,193.48,0.0,0.0,0.0,134.434,636.253,0.0,0.0,0.0,0.0,AS14.02,829.7330000000001,11.0,0.0,6.8,6.269999999999999,0.12999999999999973,0.23257487420000006,-0.4900000000000001,6163.388599400003,1318.099599999998,6.8
4/9/14,1.0,7.25,-0.5,0.25,0.247209848,5757.426001,12.0,1.0,1427.0220000000006,2255.545,627.236,0.0,0.0,0.0,61.397,294.32099999999997,0.0,0.0,0.0,0.0,AS14.02,921.557,13.0,0.0,6.25,6.4399999999999995,0.13999999999999974,0.23656277240000004,-0.35000000000000014,6584.199799400002,1312.2013999999976,8.4
4/10/14,1.0,7.25,0.25,0.75,0.260750604,7844.238998999997,1.0,1.0,1303.452,2726.237,695.324,0.0,0.0,0.0,141.214,566.807,525.113,0.0,2.045,0.0,AS14.02,1262.1309999999999,2.0,0.0,7.25,6.409999999999999,0.16999999999999973,0.22432894880000004,-0.30000000000000016,5539.462399200002,1354.0085999999978,6.8
4/11/14,1.0,6.5,-0.5,0.5,0.424481427,5810.030001,7.0,1.0,1548.192,2343.7929999999997,700.7239999999997,0.0,0.0,0.0,136.128,319.645,630.929,0.0,0.0,0.0,AS14.02,1020.3689999999997,8.0,0.0,7.25,6.81,0.5199999999999998,0.2661833302,-0.20000000000000018,5971.474799600002,1355.9779999999978,7.2
4/12/14,1.0,6.0,-2.0,-1.0,0.378301733,3658.819001,6.0,1.0,1826.668,1516.767,0.0,0.0,0.0,0.0,11.015999999999998,157.192,362.185,0.0,6.9860000000000015,0.0,AS14.02,157.192,7.0,1.0,6.5,6.65,0.19999999999999976,0.31453893,-0.6000000000000002,5429.933200200002,838.1963999999978,8.2
4/13/14,1.0,7.2,-0.6,0.4,0.289820118,2174.870998,1.0,0.0,510.913,855.2189999999997,371.52,0.0,0.0,0.0,79.112,123.071,159.64600000000004,0.0,0.0,0.0,AS14.02,494.591,1.0,1.0,6.0,6.840000000000001,0.17999999999999977,0.320112746,-0.6700000000000002,5049.077000000001,771.1679999999978,6.2
4/14/14,1.0,8.0,0.75,1.0,0.18707405,2773.043001,8.0,7.0,809.972,1822.477,95.772,0.0,0.0,0.0,21.182,56.817,0.0,0.0,84.488,0.0,AS14.02,152.589,15.0,0.0,7.2,6.99,0.32999999999999974,0.30808558639999994,-0.4200000000000002,4452.2004000000015,617.3743999999979,6.6
4/15/14,1.0,7.25,-0.5,0.5,0.173628883,701.2870004,14.0,1.0,98.266,445.917,19.658,0.0,0.0,0.0,0.0,25.386,0.0,0.0,0.0,0.0,AS14.02,45.044,15.0,0.0,8.0,6.99,0.2799999999999997,0.29066124219999995,-0.5700000000000002,3023.610000280002,373.9569999999979,9.2
4/16/14,1.0,6.666666667,-0.333333333,0.333333333,0.353276353,109.2839997,16.0,1.0,125.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.02,0.0,17.0,0.0,7.25,7.023333333400001,0.24666666659999975,0.27642022739999994,-0.5366666666000002,1883.4608000200017,169.88319999999794,11.0
4/17/14,1.0,6.5,0.166666667,-0.166666667,0.47008547,41.23499966,10.0,7.0,2.0069999999999997,37.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.02,0.0,17.0,0.0,6.666666667,7.123333333400001,0.41333333319999976,0.2947769747999999,-0.10333333320000024,1159.9439997520017,138.44479999999794,13.0
4/18/14,1.0,6.5,0.0,0.0,0.2653549078611111,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.02,0.0,3.0,0.0,6.5,6.9833333334,0.3333333331999998,0.28988393277222213,0.01666666679999975,724.9698001520018,39.52659999999794,13.4
4/19/14,1.0,5.666666667,-0.666666667,-0.333333333,0.5,187.322,1.0,0.0,10.09,72.34100000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.02,0.0,1.0,1.0,6.5,6.516666666800001,0.06666666659999976,0.35246912277222214,-0.26666666660000027,207.82559995200182,9.008799999997938,10.6
4/20/14,1.0,5.0,-0.666666667,0.0,0.2653549078611111,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.02,0.0,12.0,1.0,5.666666667,6.066666666800001,-0.03333333340000024,0.37081432774444434,-0.30000000000000027,67.56819987200181,0.0,10.0
4/21/14,1.0,5.5,-0.5,-0.5,0.2653549078611111,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.02,0.0,8.0,0.0,5.0,5.833333333400001,-0.20000000000000026,0.35323003871666653,-0.33333333340000026,45.71139993200181,0.0,8.2
