time,mood,arousal,valence,activity,screen,call,sms,builtin,communication,entertainment,finance,game,office,other,social,travel,unknown,utilities,weather,avgValence,avgActivity,avgArousal,avgScreen
2014-04-20,7.25,-0.25,0.75,0.07481624304311597,8343.518000364305,2.0,2.0,897.0860000000001,4984.723999999999,727.492,10.606000000000002,0.0,0.0,34.202,2237.7419999999993,0.0,0.0,121.03500000000001,0.0,0.7349999999999998,0.08826187085223028,-0.12500000000000022,12533.690000057224
2014-04-21,7.6,-0.25,1.0,0.10204105896824717,3832.9909992218018,2.0,0.0,3442.2319999999986,2004.3470000000004,74.88000000000001,33.266,0.0,0.0,58.04899999999999,428.97200000000004,68.278,0.0,210.88199999999998,0.0,0.8349999999999997,0.08544801542045527,-0.32500000000000023,10795.793200111393
2014-04-22,7.4,0.2,1.0,0.09192955182229205,15490.269999265669,2.0,0.0,2212.9540000000015,11360.913000000008,1101.017,38.453,0.0,0.0,63.16,1422.5479999999998,0.0,0.0,423.215,0.0,0.9099999999999998,0.09245035445049432,-0.26000000000000023,10890.151199817661
2014-04-23,7.6,0.2,1.0,0.04598568913376553,14535.339999437334,1.0,0.0,1130.8420000000003,8928.471999999998,347.4270000000001,18.051,0.0,0.0,42.398,526.598,0.0,0.0,246.944,0.0,0.9499999999999998,0.08284089093825221,-0.06000000000000022,11099.073399782184
2014-04-24,7.6,-0.4,1.0,0.0509029881940343,22086.478000164043,1.0,0.0,1466.2709999999988,9692.133000000002,4464.974999999999,209.937,0.0,0.0,31.933,2688.5359999999996,51.184,0.0,716.1970000000001,0.0,0.9499999999999998,0.07313510623229103,-0.10000000000000023,12857.719399690634
2014-04-25,7.2,-0.2,0.8,0.10906106363682745,13973.941999673843,2.0,1.0,817.6129999999998,7279.144,650.832,21.070999999999998,0.0,0.0,68.847,2227.694,63.316,0.0,347.974,0.0,0.9599999999999997,0.07998407035103332,-0.09000000000000022,13983.804199552542
2014-04-26,7.6,-0.2,1.0,0.21424877162423497,15482.018999338148,3.0,4.0,864.5189999999998,2567.8570000000004,125.556,27.267000000000003,0.0,0.0,46.205,2368.377,470.77300000000014,3.148,315.763,0.0,0.9599999999999997,0.10242561288223088,-0.08000000000000022,16313.609799575812
2014-04-27,7.5,-0.125,1.0,0.030478923798963695,5700.562000036243,0.0,0.0,1291.3139999999996,2431.4979999999996,1510.221,0.0,0.0,0.0,1056.684,27.470000000000002,0.0,0.0,60.337999999999994,0.0,0.9599999999999997,0.09013548727756522,-0.14500000000000024,14355.668199729926
2014-04-28,7.6,-0.8,0.8,0.0196753225383989,10807.829999685286,2.0,0.0,1312.0009999999997,4697.372000000001,1548.4379999999999,465.25300000000004,0.0,0.0,72.58399999999999,2423.933,0.0,0.0,380.193,0.0,0.9199999999999997,0.08487341395849188,-0.34500000000000025,13610.166199779516
2014-04-29,7.0,-0.25,1.0,0.10275824852950448,7873.291999101639,0.0,0.0,5289.913000000001,3834.644999999999,1562.5330000000004,0.0,333.305,0.0,40.471999999999994,411.485,41.982,0.0,410.436,0.0,0.9199999999999997,0.09524446602558592,-0.3150000000000002,10767.528999567035
2014-04-30,7.8,-0.4,0.75,0.1510514590407472,9175.604999065401,1.0,0.0,844.9630000000001,3550.6179999999995,504.862,375.02200000000005,0.0,0.0,185.78300000000002,89.166,272.798,0.0,112.29499999999999,0.0,0.9099999999999998,0.10364254510636987,-0.35500000000000026,9807.861599445347
2014-05-01,8.0,-0.4,1.0,0.03706526814765703,15516.951998472216,7.0,4.0,1876.113,8191.4100000000035,470.866,1321.1039999999996,0.0,28.098000000000003,44.43,4918.942000000001,0.0,0.0,269.56899999999996,0.0,0.9099999999999998,0.06820584441105429,-0.3950000000000003,9814.848199272159
2014-05-02,7.6,-0.2,1.0,0.07734101929677568,15088.519000768663,0.0,0.0,795.4359999999997,7925.917999999999,352.88800000000003,1069.748,0.0,0.0,32.443,771.266,0.0,0.0,11.082999999999998,0.0,0.9099999999999998,0.07757826351061668,-0.4100000000000003,11692.439599418643
2014-05-03,8.0,-0.2,1.0,0.07174088489517204,8186.036000728604,0.0,1.0,753.2569999999997,4539.775999999998,2761.9500000000003,296.313,0.0,0.0,40.568999999999996,205.602,143.631,30.101999999999997,125.60499999999999,0.0,0.9499999999999998,0.08799137598197132,-0.2900000000000003,11168.080799627307
2014-05-04,8.0,-0.5,1.0,0.13619180837703834,5889.194999456405,0.0,0.0,1758.4379999999996,3381.6890000000003,928.4060000000001,0.0,0.0,0.0,35.525000000000006,494.6770000000001,0.0,0.0,0.0,0.0,0.9499999999999998,0.0946780879514781,-0.3400000000000003,10771.26139969826
2014-03-16,6.333333333333333,0.0,0.0,0.2653549078740176,4902.626999616626,4.0,1.0,2437.0460000000003,3151.8289999999997,88.39200000000001,0.0,0.0,0.0,408.1059999999999,181.591,0.0,0.0,0.0,0.0,,,,
2014-03-17,6.75,0.5,0.5,0.16806841495032573,10159.769001245493,4.0,0.0,1229.3469999999995,4518.116000000002,2511.178,0.0,0.0,0.0,103.69899999999998,103.02799999999999,0.0,0.0,0.0,0.0,,,,
2014-03-18,8.2,0.6,0.8,0.2194843842554376,4512.4710013866425,15.0,1.0,2604.5209999999993,3933.080999999999,88.943,0.0,0.0,0.0,88.72200000000001,212.36399999999995,0.0,0.0,0.0,0.0,,,,
2014-03-19,6.8,0.4,0.4,0.31563175685064315,8182.757000207906,5.0,1.0,1554.558,2596.988999999999,196.13899999999995,0.0,0.0,0.0,105.536,47.815,567.1649999999998,0.0,0.0,0.0,,,,
2014-03-20,7.25,-0.5,0.75,0.23902496021034733,4360.33400130272,10.0,1.0,1777.9770000000005,2154.3709999999996,148.18,0.0,0.0,0.0,86.857,131.598,0.0,0.0,0.0,0.0,0.49000000000000005,0.2415128848281543,0.2,6423.591600751877
2014-03-21,7.5,-0.75,0.75,0.2896279249001075,11155.850999116892,10.0,1.0,2230.3030000000017,2858.4460000000004,459.604,0.0,0.0,0.0,37.944,388.02099999999996,442.29599999999994,0.0,0.0,0.0,0.64,0.24636748823337226,0.05,7674.23640065193
2014-03-22,6.5,-1.0,-0.5,0.44604368683290135,7589.562002897265,25.0,1.0,1930.2659999999992,1852.2560000000005,662.9110000000001,0.0,0.0,0.0,43.204,408.667,780.617,0.0,0.0,0.0,0.44000000000000006,0.3019625426098874,-0.25,7160.195000982285
2014-03-23,6.25,-1.0,0.0,0.2696971570335323,4528.527000665666,8.0,1.0,894.506,1839.8989999999994,388.09799999999996,0.0,0.0,0.0,61.864999999999995,171.994,1263.189,0.0,0.0,0.0,0.28,0.3120050971655063,-0.5700000000000001,7163.406200838089
2014-03-24,6.4,0.2,-0.2,0.15612466250149995,2766.64899945259,5.0,0.0,1073.4960000000003,3012.181,532.0129999999999,0.0,0.0,0.0,81.80799999999999,232.80100000000002,0.0,0.0,0.0,0.0,0.16,0.28010367829567767,-0.61,6080.184600687026
2014-03-25,7.75,-1.25,0.75,0.23051365485645378,4637.388000011445,7.0,0.0,2806.931,2788.7509999999997,459.58899999999994,0.0,0.0,0.0,50.375,148.447,0.0,0.0,0.0,0.0,0.16,0.2784014172248989,-0.76,6135.595400428771
2014-03-26,7.2,-1.2,0.4,0.29395346240584214,6069.630000829695,5.0,0.0,1736.7440000000004,2533.849,767.1449999999999,0.0,0.0,0.0,41.95,1562.023,0.0,0.0,0.0,0.0,0.09000000000000001,0.27926652472604585,-0.85,5118.351200771332
2014-03-27,7.25,0.0,0.5,0.22884900892215096,5746.980998754502,3.0,0.0,2267.1239999999993,2997.043000000002,490.78100000000006,0.0,0.0,0.0,731.853,81.366,0.0,0.0,67.16300000000001,0.0,0.29000000000000004,0.23582758914389576,-0.65,4749.834999942779
2014-03-28,6.8,-0.6,0.6,0.2615983280781396,3969.5809991359715,8.0,2.0,1053.115,1245.1270000000002,707.6400000000001,0.0,0.0,0.0,125.66900000000001,2717.215000000001,0.0,0.0,0.0,0.0,0.41000000000000003,0.23420782335281723,-0.5700000000000001,4638.0457996368405
2014-03-29,7.25,-0.75,0.25,0.4324693550603951,4403.242997646333,4.0,0.0,17416.279999999995,2141.4889999999996,1063.268,0.0,0.0,0.0,52.840999999999994,523.854,501.64399999999995,0.0,0.0,0.0,0.5000000000000001,0.28947676186459625,-0.76,4965.364599275588
2014-03-30,7.0,-1.0,0.75,0.24188730879396783,3937.041998863219,10.0,1.0,772.7870000000001,1110.8560000000002,1278.594,0.0,0.0,0.0,113.22800000000001,322.901,0.0,0.0,0.0,0.0,0.5000000000000001,0.2917514926520991,-0.7100000000000001,4825.295399045944
2014-03-31,7.2,-0.8,0.4,0.15637292366427655,4774.1459991931915,14.0,2.0,1186.2989999999995,2481.3219999999997,354.9650000000001,0.0,0.0,0.0,81.741,2038.631,0.0,0.0,0.0,0.0,0.5000000000000001,0.26423538490378595,-0.6300000000000001,4566.198598718644
2014-04-01,7.4,-0.2,0.8,0.26196053218905446,3297.737997055054,2.0,1.0,2790.0139999999997,1322.6100000000001,76.976,0.0,0.0,0.0,186.41299999999998,191.12099999999998,345.20000000000005,0.0,0.0,0.0,0.5600000000000002,0.27085768955716666,-0.6700000000000002,4076.3499983787538
2014-04-02,6.4,-0.6,-0.2,0.31912056179963355,6883.828001737594,2.0,0.0,1964.2099999999998,2942.4230000000002,1021.4540000000001,0.0,0.0,0.0,128.744,317.901,0.0,0.0,0.0,0.0,0.4000000000000001,0.28236213630146545,-0.6700000000000002,4659.199398899078
2014-04-03,5.75,-0.25,0.0,0.32250583990998855,6814.30000090599,2.0,0.0,1269.299000000001,3595.431,548.787,0.0,0.0,0.0,56.132,122.42099999999998,318.29400000000004,0.0,0.0,0.0,0.3500000000000001,0.2603694332713841,-0.5700000000000001,5141.41079955101
2014-04-04,6.4,-1.2,0.2,0.22727035660896044,3653.3700008392334,5.0,0.0,1121.6890000000003,2809.436,809.7279999999998,0.0,0.0,0.0,148.852,141.32000000000002,0.0,0.0,0.0,0.0,0.24000000000000007,0.25744604283438266,-0.6100000000000001,5084.676399946213
2014-04-05,7.4,0.0,0.6,0.3219197224805253,13067.926001548765,9.0,1.0,1957.0869999999986,2309.6589999999997,794.484,0.0,0.0,0.0,100.897,258.611,388.071,0.0,0.0,0.0,0.2800000000000001,0.29055540259763235,-0.4500000000000002,6743.432400417328
2014-04-06,4.5,-1.0,-1.25,0.21520952016085246,3649.967998504639,6.0,0.0,576.3849999999999,1224.322,618.9800000000002,0.0,0.0,0.0,30.011,391.5420000000001,0.0,0.0,0.0,0.0,-0.12999999999999995,0.28120520019199197,-0.6100000000000001,6813.8784007072445
2014-04-07,6.8,0.0,0.6,0.13652373439609958,6366.526998281479,2.0,0.0,1482.9479999999999,3761.179000000001,737.916,0.0,0.0,0.0,106.148,2008.1840000000002,0.0,0.0,0.0,0.0,0.03000000000000006,0.2446858347112852,-0.4900000000000001,6710.418200016022
2014-04-08,6.25,-0.25,0.5,0.261951037621564,4079.151999473573,10.0,1.0,1184.7779999999993,2265.8549999999996,193.47999999999996,0.0,0.0,0.0,134.434,636.2529999999999,0.0,0.0,0.0,0.0,0.13000000000000006,0.23257487425360032,-0.4900000000000001,6163.388599729538
2014-04-09,7.25,-0.5,0.25,0.24720984804489024,5757.426000595091,12.0,1.0,1427.0219999999997,2255.5449999999987,627.2359999999999,0.0,0.0,0.0,61.39699999999999,294.321,0.0,0.0,0.0,0.0,0.14000000000000007,0.2365627725407863,-0.35000000000000014,6584.1997996807095
2014-04-10,7.25,0.25,0.75,0.2607506038432932,7844.238998651504,1.0,1.0,1303.4519999999998,2726.2369999999996,695.324,0.0,0.0,0.0,141.214,566.807,525.113,0.0,2.045,0.0,0.1700000000000001,0.2243289488133399,-0.30000000000000016,5539.462399101258
2014-04-11,6.5,-0.5,0.5,0.42448142730843674,5810.030001163483,7.0,1.0,1548.1919999999996,2343.792999999999,700.7239999999999,0.0,0.0,0.0,136.128,319.6449999999999,630.9290000000001,0.0,0.0,0.0,0.5200000000000001,0.26618333024285673,-0.20000000000000012,5971.474799633026
2014-04-12,6.0,-2.0,-1.0,0.3783017333120428,3658.8190011978145,6.0,1.0,1826.6679999999992,1516.7670000000003,0.0,0.0,0.0,0.0,11.015999999999998,157.19199999999998,362.18500000000006,0.0,6.985999999999999,0.0,0.2000000000000001,0.3145389300260454,-0.6000000000000002,5429.933200216294
2014-04-13,7.2,-0.6,0.4,0.28982011828279997,2174.870997667313,1.0,0.0,510.91299999999984,855.2189999999997,371.52000000000004,0.0,0.0,0.0,79.11200000000001,123.07099999999997,159.646,0.0,0.0,0.0,0.1800000000000001,0.32011274615829255,-0.6700000000000002,5049.076999855041
2014-04-14,8.0,0.75,1.0,0.18707405017212794,2773.043000936509,8.0,7.0,809.9719999999998,1822.477,95.77199999999999,0.0,0.0,0.0,21.182,56.817,0.0,0.0,84.48800000000001,0.0,0.33000000000000007,0.3080855865837401,-0.4200000000000002,4452.200399923325
2014-04-15,7.25,-0.5,0.5,0.1736288831786874,701.2870004177096,14.0,1.0,98.26600000000002,445.917,19.658,0.0,0.0,0.0,0.0,25.386,0.0,0.0,0.0,0.0,0.2800000000000001,0.2906612424508189,-0.5700000000000002,3023.6100002765656
2014-04-16,6.666666666666667,-0.3333333333333333,0.3333333333333333,0.3532763532763534,109.28399968147278,16.0,1.0,125.13299999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24666666666666673,0.27642022764440227,-0.5366666666666668,1883.4607999801635
2014-04-17,6.5,0.16666666666666666,-0.16666666666666666,0.4700854700854705,41.23499965667722,10.0,7.0,2.0069999999999997,37.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4133333333333334,0.29477697499908784,-0.10333333333333357,1159.9439996719361
2014-04-18,6.5,0.0,0.0,0.2653549078740176,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.2898839329173314,0.01666666666666643,724.9698001384734
2014-04-19,5.666666666666667,-0.6666666666666666,-0.3333333333333333,0.5,187.3220000267031,1.0,0.0,10.09,72.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666674,0.35246912288290577,-0.2666666666666669,207.82559995651224
2014-04-20,5.0,-0.6666666666666666,0.0,0.2653549078740176,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03333333333333327,0.3708143278219718,-0.30000000000000016,67.56819987297031
2014-04-21,5.5,-0.5,-0.5,0.2653549078740176,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19999999999999993,0.35323003874150466,-0.33333333333333354,45.711399936675754
2014-04-22,5.666666666666667,-1.3333333333333333,-0.3333333333333333,0.075,13.08000016212468,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.887,0.0,0.0,0.0,0.0,-0.23333333333333325,0.27421294472441055,-0.6333333333333335,40.080400037765244
2014-04-23,5.5,0.0,0.5,0.14285714285714302,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13333333333333325,0.24971339172103563,-0.6333333333333335,40.080400037765244
2014-04-24,7.0,-0.5,-0.5,0.0344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1666666666666666,0.1566099434451736,-0.6000000000000003,2.6160000324246253
2014-04-25,9.0,-1.0,1.0,0.2653549078740176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333333333395,0.1566099434451736,-0.666666666666667,2.6160000324246253
2014-03-21,9.0,1.0,2.0,0.11256114461585995,1664.9540009498596,5.0,2.0,168.05500000000004,1724.7390000000003,946.017,0.0,0.0,10.046,543.588,0.0,0.0,0.0,0.0,0.0,,,,
2014-03-22,7.8,0.8,1.0,0.1913883086450861,2643.5370004177103,8.0,1.0,482.08799999999985,458.4950000000001,3915.5240000000003,0.0,0.0,0.0,89.216,0.0,168.54500000000002,0.0,4.35,0.0,,,,
2014-03-23,8.2,-0.2,1.2,0.1002466983942117,5048.337000608445,1.0,1.0,492.57600000000014,1503.1219999999996,1741.3910000000003,36.364000000000004,0.0,161.998,251.529,0.0,275.40500000000003,0.0,0.0,44.854,,,,
2014-03-24,7.8,-0.6,1.4,0.09074022242156703,6248.045999526978,3.0,0.0,92.246,2282.3359999999984,3908.043,105.217,0.0,125.32499999999999,851.0169999999999,0.0,0.0,11.064,5.136,0.0,,,,
2014-03-25,7.8,-0.4,1.2,0.13276828552349199,3791.112000226975,6.0,1.0,1044.4950000000001,1305.0980000000002,1351.4160000000004,447.543,0.0,141.076,133.63,0.0,0.0,47.324,28.843,0.0,1.3599999999999999,0.12554093192004334,0.12,3879.1972003459937
2014-03-26,8.25,0.5,1.0,0.09115320114030408,3985.9769988059993,1.0,0.0,118.63900000000001,1294.7889999999993,2355.873,87.141,0.0,20.684,72.68,0.0,12.84,7.649,0.0,0.0,1.16,0.12125934322493218,0.019999999999999997,4343.401799917222
2014-03-27,7.75,0.25,0.5,0.10319575369873081,3275.632001638411,3.0,1.0,588.3359999999999,931.6620000000003,1653.7570000000005,0.0,0.0,13.437,60.032,0.0,0.0,0.0,17.490000000000002,0.0,1.06,0.10362083223566113,-0.09000000000000001,4469.820800161362
2014-03-28,8.0,-0.5,1.5,0.10467928797906652,3250.441998243332,3.0,0.0,277.526,940.8789999999998,3351.790999999999,0.0,0.0,46.206,246.37600000000003,0.0,0.0,63.787,7.045,0.0,1.1199999999999999,0.10450735015263209,-0.15,4110.24179968834
2014-03-29,8.6,-0.2,1.6,0.16337733775865063,2261.391000509263,0.0,1.0,19.31,152.928,2529.2280000000005,49.371,0.0,0.0,104.425,0.0,0.0,0.0,0.0,0.0,1.1599999999999997,0.11903477322004881,-0.07,3312.9107998847967
2014-03-30,8.4,-0.2,1.0,0.16465071526667882,3568.718999385834,1.0,0.0,12.869,1223.6230000000003,2039.8139999999996,0.0,0.0,26.284000000000002,186.05399999999997,0.0,0.0,35.266999999999996,0.0,31.955000000000002,1.1199999999999997,0.12541125916868617,-0.030000000000000006,3268.432199716569
2014-03-31,7.4,0.4,0.6,0.08363358459550868,9398.243999958037,3.0,1.0,2044.996,4412.684999999997,1699.4680000000003,77.49100000000001,0.0,0.0,98.78600000000002,0.0,0.0,0.0,5.16,0.0,1.0399999999999996,0.12390733585972709,-0.05,4350.885599946976
